Dataset,Task,Language,Language Tier,Language Code,Language Class,Language Script,DV003 Monolingual,DV003 TranslateTest,DV003 Zero-Shot Cross Lingual,GPT-3.5-Turbo Monolingual,GPT-3.5-Turbo Translate-Test,GPT-3.5-Turbo Zero-Shot Cross Lingual,GPT-4 Monolingual,GPT-4 Translate-Test,GPT-4 Zero-Shot Cross Lingual,TULRv6,BLOOMZ,XLM-R,mBERT,MuRIL,XGLM,mT5,PaLM2 Zero-Shot,PaLM2 Monolingual,Llama2-7B Monolingual,Llama2-13B Monolingual,Llama2-70B Monolingual,LLaVa-1.5-13B Monolingual,LLaVa-1.5-13B Translate-Test,Bing Translator,Google Translator,Systran,Metrics,Direction
XCOPA,Commonsense Reasoning,Swahili,,sw,2,Latin,0.636,0.828,0.828,0.82,0.776,0.654,0.944,0.858,NA,0.694,0.6,NA,NA,NA,0.629,0.504,NA,0.891,0.506,0.504,0.342,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XCOPA,Commonsense Reasoning,Tamil,,ta,3,Brahmic,0.538,0.87,0.87,0.59,0.87,0.544,0.796,0.914,NA,0.854,0.67,NA,NA,NA,0.563,0.492,NA,NA,0.496,0,0.214,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XCOPA,Commonsense Reasoning,Thai,2,th,3,Brahmic,0.666,0.848,0.848,0.776,0.822,0.712,0.878,0.878,NA,0.872,0.5,NA,NA,NA,0.62,0.507,NA,0.9504,0.52,0,0.246,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XCOPA,Commonsense Reasoning,Turkish,2,tr,4,Latin,0.878,0.898,0.898,0.91,0.878,0.798,0.974,0.922,NA,0.928,0.54,NA,NA,NA,0.585,0.495,NA,0.9306,0.526,0.54,0.44,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XCOPA,Commonsense Reasoning,Vietnamese,3,vi,4,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9801,0.58,0.018,0.52,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XCOPA,Commonsense Reasoning,Chinese,,zh,5,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.592,0.702,0.35,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XLSum,Summarization,Amharic,,am,2,Ge'ez,NA,NA,NA,0.094,0.033493811,NA,0.1685,NA,NA,NA,NA,NA,NA,NA,NA,0.2463,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Arabic,2,ar,5,Arabic,NA,NA,NA,0.2478,NA,NA,0.2313,NA,NA,NA,NA,NA,NA,NA,NA,0.3118,NA,0.055,0,0,0.35,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Azerbaijani,,az,1,Latin,NA,NA,NA,0.158,NA,NA,0.1555,NA,NA,NA,NA,NA,NA,NA,NA,0.2439,NA,NA,0.320375351,0.25,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Bengali,,bn,3,Brahmic,NA,NA,NA,0.1713,0.131775964,NA,0.1795,NA,NA,NA,NA,NA,NA,NA,NA,0.2423,NA,NA,0,0,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Welsh,,cy,1,Latin,NA,NA,NA,0.2189,0.216900624,NA,0.2551,NA,NA,NA,NA,NA,NA,NA,NA,0.2986,NA,NA,0.237816359,0.27,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,English,0,en,5,Latin,NA,NA,NA,0.2587,NA,NA,0.2746,NA,NA,NA,NA,NA,NA,NA,NA,0.351,NA,0.002,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Spanish,1,es,5,Latin,NA,NA,NA,0.2064,0.185057658,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,0.2736,NA,0,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Persian,,fa,4,Perso-Arabic,NA,NA,NA,0.2302,0.19561811,NA,0.2368,NA,NA,NA,NA,NA,NA,NA,NA,0.3349,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,French,1,fr,5,Latin,NA,NA,NA,0.2584,0.227366721,NA,0.2332,NA,NA,NA,NA,NA,NA,NA,NA,0.3128,NA,0,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Scottish_gaelic,,gd,1,Latin,NA,NA,NA,0.2318,NA,NA,0.2461,NA,NA,NA,NA,NA,NA,NA,NA,0.2629,NA,NA,0.07071424,0.08,0.03,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Gujarati,,gu,1,Devanagari,NA,NA,NA,0,0.135298554,NA,0.1645,NA,NA,NA,NA,NA,NA,NA,NA,0.2271,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Hausa,,ha,2,Latin,NA,NA,NA,0.2372,NA,NA,0.2448,NA,NA,NA,NA,NA,NA,NA,NA,0.3525,NA,NA,0.077177739,0.04,0.07,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Hindi,,hi,4,Devanagari,NA,NA,NA,0.2361,0.218463331,NA,0.2398,NA,NA,NA,NA,NA,NA,NA,NA,0.3352,NA,0.025,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Indonesian,3,id,3,Latin,NA,NA,NA,0.2677,0.230241234,NA,0.2545,NA,NA,NA,NA,NA,NA,NA,NA,0.3444,NA,0,0.027002225,0.02,0.12,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Igbo,,ig,1,Latin,NA,NA,NA,0.19,NA,NA,0.2002,NA,NA,NA,NA,NA,NA,NA,NA,0.2563,NA,NA,0.105176555,0.11,0.03,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Japanese,1,ja,5,Ideograms,NA,NA,NA,0.2644,0.201656555,NA,0.2905,NA,NA,NA,NA,NA,NA,NA,NA,0.3866,NA,0,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Korean,2,ko,4,Hangul,NA,NA,NA,0.1469,0.098512621,NA,0.1531,NA,NA,NA,NA,NA,NA,NA,NA,0.2708,NA,0.0212,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Kyrgyz,,ky,1,Cyrillic,NA,NA,NA,0.1206,NA,NA,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,0.1768,NA,NA,0,0,0.36,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Marathi,,mr,2,Devanagari,NA,NA,NA,0.1382,0.128863298,NA,0.1436,NA,NA,NA,NA,NA,NA,NA,NA,0.2293,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Burmese,,my,1,Brahmic,NA,NA,NA,0.077,NA,NA,0.0633,NA,NA,NA,NA,NA,NA,NA,NA,0.1725,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Nepali,,ne,1,Devanagari,NA,NA,NA,0.1573,0.141034118,NA,0.1848,NA,NA,NA,NA,NA,NA,NA,NA,0.2786,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Oromo,,om,1,Latin,NA,NA,NA,0.1439,NA,NA,0.1465,NA,NA,NA,NA,NA,NA,NA,NA,0.2227,NA,NA,0.011488934,0.01,0.08,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Punjabi,,pa,2,Gurmukhi,NA,NA,NA,0.2292,0.193465023,NA,0.2242,NA,NA,NA,NA,NA,NA,NA,NA,0.288,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Pidgin,,pidgin,0,Latin,NA,NA,NA,0.2358,NA,NA,0.2714,NA,NA,NA,NA,NA,NA,NA,NA,0.3473,NA,NA,0.057385512,0.06,0.13,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Pashto,,ps,1,Perso-Arabic,NA,NA,NA,0.2134,0.206554846,NA,0.2392,NA,NA,NA,NA,NA,NA,NA,NA,0.3566,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Portuguese,,pt,4,Latin,NA,NA,NA,0.2488,NA,NA,0.2396,NA,NA,NA,NA,NA,NA,NA,NA,0.3231,NA,0,0.074291154,0.07,0.05,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Kirundi,,rn,1,Latin,NA,NA,NA,0.2051,NA,NA,0.2187,NA,NA,NA,NA,NA,NA,NA,NA,0.316,NA,NA,0,0.04,0.02,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Russian,2,ru,4,Cyrillic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,0.001,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Sinhala,,si,0,Sinhala,NA,NA,NA,0.0924,NA,NA,0.1539,NA,NA,NA,NA,NA,NA,NA,NA,0.2125,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Somali,,so,1,Latin,NA,NA,NA,0.2124,NA,NA,0.1741,NA,NA,NA,NA,NA,NA,NA,NA,0.2759,NA,NA,0.036466927,0.03,0.09,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Serbian_Cyrillic,,sr,4,Cyrillic,NA,NA,NA,0.1114,0.163196438,NA,0.181,NA,NA,NA,NA,NA,NA,NA,NA,0.2381,NA,NA,0.000794524,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Serbian_Latin,3,sr,4,Latin,NA,NA,NA,0.1668,0.159794918,NA,0.1627,NA,NA,NA,NA,NA,NA,NA,NA,0.2164,NA,NA,0.039537909,0.04,0.03,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Swahili,,sw,2,Latin,NA,NA,NA,0.2734,0.232782909,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA,0.3584,NA,0,0.040557393,0.037088783,0.084863975,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Tamil,,ta,3,Brahmic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Telugu,,te,1,Brahmic,NA,NA,NA,0.0063,0.118529974,NA,0.1486,NA,NA,NA,NA,NA,NA,NA,NA,0.193,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Thai,2,th,3,Brahmic,NA,NA,NA,0.0888,0.06329418,NA,0.0973,NA,NA,NA,NA,NA,NA,NA,NA,0.1381,NA,0,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Tigrinya,,ti,2,Ge'ez,NA,NA,NA,0,0.058242324,NA,0.1879,NA,NA,NA,NA,NA,NA,NA,NA,0.2703,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Turkish,2,tr,4,Latin,NA,NA,NA,0.2202,0.182261929,NA,0.1778,NA,NA,NA,NA,NA,NA,NA,NA,0.3183,NA,NA,0.048865421,0.02,0.06,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Ukrainian,3,uk,3,Cyrillic,NA,NA,NA,0.1791,0.156758434,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,0.2494,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Urdu,,ur,3,Perso-Arabic,NA,NA,NA,0.2555,0.238262586,NA,0.2549,NA,NA,NA,NA,NA,NA,NA,NA,0.3591,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Uzbek,,uz,3,Latin,NA,NA,NA,0.1178,0.005697638,NA,0.1226,NA,NA,NA,NA,NA,NA,NA,NA,0.1897,NA,NA,0,0,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Vietnamese,3,vi,4,Latin,NA,NA,NA,0.2089,0.19184159,NA,0.2158,NA,NA,NA,NA,NA,NA,NA,NA,0.2876,NA,0,0.340919475,0.3,0.03,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Yoruba,,yo,2,Latin,NA,NA,NA,0.165,NA,NA,0.163,NA,NA,NA,NA,NA,NA,NA,NA,0.2616,NA,NA,0.081465755,0.08,0,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Chinese,,zh,5,Chinese,NA,NA,NA,0.2344,0.221966052,NA,0.2724,NA,NA,NA,NA,NA,NA,NA,NA,0.3983,NA,NA,0,0,NA,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XLSum,Summarization,Chinese_Simplified,,zh,5,Chinese,NA,NA,NA,0.2152,NA,NA,0.3072,NA,NA,NA,NA,NA,NA,NA,NA,0.3968,NA,NA,0,0,0.2,NA,NA,NA,NA,NA,ROUGE-L,HigherBetter
XM3600,Image Captioning,Arabic,2,ar,5,Arabic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.03777393,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Czech,,cs,,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.70357231,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Danish,,da,,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.40555297,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,German,1,de,5,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1539263,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,English,0,en,5,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.72589577,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Spanish,1,es,5,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.96796365,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Finnish,2,fi,5,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.20572586,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,French,1,fr,5,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.17343988,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Italian,1,it,4,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.64751832,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Japanese,1,ja,5,Ideograms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31542991,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Korean,2,ko,4,Hangul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50677461,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Dutch,2,nl,4,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.01380327,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Norwegian,,no,,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.93472931,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Polish,2,pl,4,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4590203,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Portuguese,,pt,4,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3469112,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Russian,2,ru,4,Cyrillic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.058507268,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Swedish,,sv,,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.54987373,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Thai,2,th,3,Brahmic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.31643827,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Turkish,2,tr,4,Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.40766343,NA,NA,NA,NA,ChrF++,HigherBetter
XM3600,Image Captioning,Chinese,,zh,5,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.81783759,NA,NA,NA,NA,ChrF++,HigherBetter
XNLI,Natural Language Inference,Arabic,2,ar,5,Arabic,0.522155689,0.651097804,0.58502994,0.589820359,0.626546906,0.603393214,0.731137725,NA,NA,0.8898,0.606827309,0.772,0.643,NA,0.464,0.733,NA,0.7904,0.39,0.37,0.35,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Bulgarian,3,bg,3,Cyrillic,0.618163673,0.707784431,0.61257485,0.635129741,0.673453094,0.648103792,0.772654691,NA,NA,0.9057,0.465462,0.83,0.68,NA,0.489,0.786,NA,0.8082,0.45,0.51,0.55,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,German,1,de,5,Latin,0.657884232,0.717365269,0.68502994,0.673253493,0.694211577,0.685628743,0.788023952,NA,NA,0.8998,0.540161,0.825,0.7,NA,0.456,0.774,NA,0.836,0.45,0.5,0.58,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Greek,3,el,3,Greek,0.597005988,0.692814371,0.599201597,0.650898204,0.672055888,0.62994012,0.790419162,NA,NA,0.9019,0.474297,0.808,0.653,NA,0.487,0.771,NA,0.8372,0.39,0,0.413,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,English,0,en,5,Latin,0.795209581,0.795209581,0.795209581,0.76247505,0.76247505,0.76247505,0.849101796,NA,NA,0.9325,0.674698795,0.887,0.808,NA,0.526,0.847,NA,0.8947,0.56,0.55,0.633,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Spanish,1,es,5,Latin,0.70998004,0.721756487,0.706586826,0.703193613,0.695608782,0.705788423,0.788,NA,NA,0.9113,0.612449799,0.837,0.735,NA,0.458,0.803,NA,0.8423,0.5,0.51,0.55,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,French,1,fr,5,Latin,0.656886228,0.71756487,0.701397206,0.677045908,0.690419162,0.692814371,0.7946,NA,NA,0.9071,0.613654618,0.822,0.734,NA,0.494,0.791,NA,0.1838,0.5,0.52,0.55,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Hindi,,hi,4,Devanagari,0.476247505,0.633333333,0.502994012,0.55489022,0.599001996,0.556087824,0.71996008,NA,NA,0.8618,0.568273092,0.756,0.589,NA,0.468,0.708,NA,0.7682,0.37,0,0.311,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Russian,2,ru,4,Cyrillic,0.622155689,0.673453094,0.601397206,0.6249501,0.637325349,0.636327345,0.743113772,NA,NA,0.8922,0.533333,0.791,0.678,NA,0.486,0.771,NA,0.7972,0.48,0.5,0.545,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Swahili,,sw,2,Latin,0.502195609,0.572854291,0.477245509,0.563073852,0.558483034,0.563672655,0.708982036,NA,NA,0.8546,0.503614458,0.712,0.497,NA,0.445,0.694,NA,0.7668,0.33,0.36,0.391,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Thai,2,th,3,Brahmic,0.510578842,0.620359281,0.519161677,0.53992016,0.595608782,0.546307385,0.688223553,NA,NA,0.875,0.437751,0.774,0.541,NA,0.466,0.732,NA,0.779,0.35,0,0.3455,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Turkish,2,tr,4,Latin,0.578642715,0.675848303,0.596407186,0.626147705,0.637924152,0.624550898,0.762874251,NA,NA,0.8844,0.427309,0.78,0.609,NA,0.454,0.728,NA,0.7944,0.4,0.452,0.491,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Urdu,,ur,3,Perso-Arabic,0.499600798,0.551297405,0.473852295,0.490818363,0.540319361,0.503592814,0.681237525,NA,NA,0.8271,0.499598394,0.717,0.572,NA,0.434,0.683,NA,NA,0.36,0.29,0.42,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Vietnamese,3,vi,4,Latin,0.564071856,0.668662675,0.56506986,0.608782435,0.639321357,0.614770459,0.742914172,NA,NA,0.8898,0.610040161,0.793,0.693,NA,0.485,0.742,NA,0.7942,0.41,0.48,0.488,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XNLI,Natural Language Inference,Chinese,,zh,5,Chinese,0.580439122,0.658283433,0.586626747,0.621157685,0.626147705,0.615369261,0.7459,NA,NA,0.8844,0.56746988,0.782,0.678,NA,0.488,0.741,NA,0.799,0.45,0.48,0.51,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XQuAD,Question Answering,Arabic,2,ar,5,Arabic,NA,NA,0.368277321,NA,NA,0.5958192,NA,NA,0.678018827,0.853793746,0.828178,0.686,0.615,NA,NA,0.638,NA,0.630596219,0.018500903,0.017967821,0.0185,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,German,1,de,5,Latin,NA,NA,0.55225062,NA,NA,0.7061189,NA,NA,0.7194,0.860830263,0.763114,0.804,0.706,NA,NA,0.738,NA,0.758539922,0.119940907,0.1132,0.1067,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Greek,3,el,3,Greek,NA,NA,0.318338852,NA,NA,0.4902303,NA,NA,0.623098164,0.863496918,0.496773,0.798,0.626,NA,NA,0.596,NA,0.764707176,0.017194094,0.0154,0.0167,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,English,0,en,5,Latin,NA,NA,0.771977096,NA,NA,0.7934013,NA,NA,0.8316,0.900561843,0.920765,0.865,0.835,NA,NA,0.846,NA,0.867414184,0.191394378,0.1695,0.198,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Spanish,1,es,5,Latin,NA,NA,0.618054429,NA,NA,0.7030713,NA,NA,0.7745,0.876253389,0.868182,0.82,0.755,NA,NA,0.748,NA,0.812721167,0.138203352,0.1325,0.139,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Hindi,,hi,4,Devanagari,NA,NA,0.198929531,NA,NA,0.5397393,NA,NA,0.638604556,0.859498524,0.833811,0.767,0.592,NA,NA,0.603,NA,0.617356334,0.00748652,0.00675,0.0625,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Romanian,3,ro,3,Latin,NA,NA,0.575459501,NA,NA,0.7019632,NA,NA,0.762111909,NA,0.713612,NA,NA,NA,NA,NA,NA,0.796885016,0.096831417,0.0891,0.0873,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Russian,2,ru,4,Cyrillic,NA,NA,0.29435974,NA,NA,0.580417,NA,NA,0.637816822,0.868166974,0.657166,0.801,0.713,NA,NA,0.578,NA,0.697997057,0.046123241,0.04128,0.046,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Thai,2,th,3,Brahmic,NA,NA,0.115343438,NA,NA,0.4187329,NA,NA,0.546319392,0.869531388,0.205028,0.742,0.427,NA,NA,0.576,NA,0.619056933,0.005869597,0.005,0.0035,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Turkish,2,tr,4,Latin,NA,NA,0.447562098,NA,NA,0.6175782,NA,NA,0.707591382,0.843379954,0.514246,0.759,0.554,NA,NA,0.679,NA,0.68149352,0.049040489,0.00549,0.0475,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Vietnamese,3,vi,4,Latin,NA,NA,0.41730193,NA,NA,0.6908172,NA,NA,0.757517682,0.876302311,0.869025,0.791,0.695,NA,NA,0.707,NA,0.724955971,0.0697,0.075,0.0725,NA,NA,NA,NA,NA,F1 Score,HigherBetter
XQuAD,Question Answering,Chinese,,zh,5,Chinese,NA,NA,0.3560004,NA,NA,0.5039052,NA,NA,0.6002,0.792094838,0.823569,0.593,0.58,NA,NA,0.661,NA,0.488279312,0.0695,0.0639,0.0712,NA,NA,NA,NA,NA,F1 Score,HigherBetter
X-RiSAWOZ,Task Oriented Dialogue,English,0,en,5,Latin,,,,0.71667,,,0.66667,NA,NA,,,,,,,,NA,0.55,NA,NA,0.583333,,,,,,Average Success Rate,HigherBetter
X-RiSAWOZ,Task Oriented Dialogue,English-Hindi,,enhi,,Latin-Devangari,,,,0.26667,,,0.25,NA,NA,,,,,,,,NA,0.1,NA,NA,0.033333,,,,,,Average Success Rate,HigherBetter
X-RiSAWOZ,Task Oriented Dialogue,French,1,fr,5,Latin,,,,0.63333,,,0.65,NA,NA,,,,,,,,NA,0.383333,NA,NA,0.466667,,,,,,Average Success Rate,HigherBetter
X-RiSAWOZ,Task Oriented Dialogue,Hindi,,hi,4,Devangari,,,,0.1,,,0.36667,NA,NA,,,,,,,,NA,0.166667,NA,NA,0.066667,,,,,,Average Success Rate,HigherBetter
X-RiSAWOZ,Task Oriented Dialogue,Korean,2,ko,4,Hangul,,,,0.33333,,,0.383333,NA,NA,,,,,,,,NA,0.266667,NA,NA,0.1,,,,,,Average Success Rate,HigherBetter
